date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:55:01	132/132	---MC-	404	error ('Not%20Found')	text/xml	date:Thu,%2019%20Mar%202026%2013:53:36%20GMT	https://oliverstadie.com/wp-json/oembed/1.0/embed?url=%2F&format=xml	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-json/oembed/1.0/embedef2a	(from https://oliverstadie.com/)
14:55:02	607/607	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://oliverstadie.com/wp-content/uploads/2016/06/xcropped-favicon-3-32x32.png.pagespeed.ic.Lx-YkRpxZv.png	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-content/uploads/2016/06/xcropped-favicon-3-32x32.png.pagespeed.ic.Lx-YkRpxZv.png	(from https://oliverstadie.com/)
14:55:02	12132/12132	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Jun%202016%2017:19:12%20GMT	https://oliverstadie.com/wp-content/uploads/2016/06/xcropped-favicon-3-192x192.png.pagespeed.ic.vxRrd8_z3K.png	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-content/uploads/2016/06/xcropped-favicon-3-192x192.png.pagespeed.ic.vxRrd8_z3K.png	(from https://oliverstadie.com/)
14:55:03	122/122	---M--	200	added ('OK')	image/png	etag:%227a-5330de67b8780%22	https://oliverstadie.com/wp-content/uploads/2016/05/dark-gray-tile.png	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-content/uploads/2016/05/dark-gray-tile.png	(from https://oliverstadie.com/)
14:55:03	14731/14731	---M--	200	added ('OK')	image/png	date:Mon,%2020%20Jun%202016%2017:19:12%20GMT	https://oliverstadie.com/wp-content/uploads/2016/06/xcropped-favicon-3-180x180.png.pagespeed.ic.5Y6i5jHok_.png	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-content/uploads/2016/06/xcropped-favicon-3-180x180.png.pagespeed.ic.5Y6i5jHok_.png	(from https://oliverstadie.com/)
14:55:03	1/1	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2013:53:37%20GMT	https://oliverstadie.com/wp-admin/admin-ajax.php	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-admin/admin-ajax.html	(from https://oliverstadie.com/)
14:55:03	53144/53144	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2013:53:37%20GMT	https://oliverstadie.com/cat-nav/information-technology/	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/cat-nav/information-technology/index.html	(from https://oliverstadie.com/)
14:55:04	44136/44136	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2013:53:38%20GMT	https://oliverstadie.com/cat-nav/it-consulting/	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/cat-nav/it-consulting/index.html	(from https://oliverstadie.com/)
14:55:04	1245/1245	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://oliverstadie.com/wp-content/uploads/2016/06/xemail-40px.png.pagespeed.ic.ianu_bS929.png	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-content/uploads/2016/06/xemail-40px.png.pagespeed.ic.ianu_bS929.png	(from https://oliverstadie.com/)
14:55:05	50724/50724	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2013:53:39%20GMT	https://oliverstadie.com/cat-nav/game-developer/	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/cat-nav/game-developer/index.html	(from https://oliverstadie.com/)
14:55:05	1075/1075	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://oliverstadie.com/wp-content/uploads/2016/06/xphone-40px.png.pagespeed.ic.D31YzXwe3t.png	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-content/uploads/2016/06/xphone-40px.png.pagespeed.ic.D31YzXwe3t.png	(from https://oliverstadie.com/)
14:55:06	44861/44861	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2013:53:39%20GMT	https://oliverstadie.com/cat-nav/skills/	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/cat-nav/skills/index.html	(from https://oliverstadie.com/)
14:55:06	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2019%20Mar%202026%2013:53:40%20GMT	https://oliverstadie.com/impressum	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/impressum.19.delayed	(from https://oliverstadie.com/)
14:55:06	1836/1836	---M-Z	200	added ('OK')	application/javascript	etag:W/%220-gzip%22	https://oliverstadie.com/wp-includes,_js,_comment-reply.min.js,qver==4.5.32+wp-content,_plugins,_jetpack,_modules,_photon,_photon.js,qver==20130122.pagespeed.jc.wXhQife0RZ.js	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-includes,_js,_comment-reply.min.js,qver==4.5.32+wp-content,_plugins,_jetpack,_modules,_photon,_photon.js,qver==20130122.pagespeed.jc.wXhQife0RZ.js	(from https://oliverstadie.com/)
14:55:07	10375/10375	---M-Z	200	added ('OK')	application/javascript	etag:W/%220-gzip%22	https://oliverstadie.com/wp-content/plugins/custom-twitter-feeds/js/ctf-scripts.js,qver=1.1.1.pagespeed.jm.zkdK4am3vY.js	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-content/plugins/custom-twitter-feeds/js/ctf-scripts.js,qver=1.1.1.pagespeed.jm.zkdK4am3vY.js	(from https://oliverstadie.com/)
14:55:09	52637/52637	---M-Z	200	added ('OK')	text/html	date:Thu,%2019%20Mar%202026%2013:53:42%20GMT	https://oliverstadie.com/impressum/	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/impressum/index.html	(from https://oliverstadie.com/)
14:55:09	27377/27377	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://oliverstadie.com/wp-content/uploads/2016/05/1000x1000xavatar-darkgray.png.pagespeed.ic.hB51exLQvo.png	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-content/uploads/2016/05/1000x1000xavatar-darkgray.png.pagespeed.ic.hB51exLQvo.png	(from https://oliverstadie.com/)
14:55:09	1994/1994	---M-Z	200	added ('OK')	application/javascript	etag:W/%220-gzip%22	https://oliverstadie.com/wp-content/plugins/header-customizer-lite,_assets,_js,_live.js,qver==20160321+wens-responsive-column-layout-shortcodes,_js,_custom.js,qver==1.1.pagespeed.jc.AyijIEVVj5.js	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-content/plugins/header-customizer-lite,_assets,_js,_live.js,qver==20160321+wens-responsive-column-layout-shortcodes,_js,_custom.js,qver==1.1.pagespeed.jc.AyijIEVV	(from https://oliverstadie.com/)
14:55:10	816/816	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://oliverstadie.com/wp-content/plugins/contact-bank/assets/images/xicon.png.pagespeed.ic.8Huh_zVvki.png	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-content/plugins/contact-bank/assets/images/xicon.png.pagespeed.ic.8Huh_zVvki.png	(from https://oliverstadie.com/wp-content/plugins/contact-bank/assets/css/A.stylesheet.css,qver=4.5.32.pagespeed.cf.XGToGBVO0d.css)
14:55:10	193/193	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://oliverstadie.com/wp-content/plugins/contact-bank/assets/images/tables/xsort_both.png.pagespeed.ic.tZ-ZG1_os5.png	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-content/plugins/contact-bank/assets/images/tables/xsort_both.png.pagespeed.ic.tZ-ZG1_os5.png	(from https://oliverstadie.com/wp-content/plugins/contact-bank/assets/css/A.stylesheet.css,qver=4.5.32.pagespeed.cf.XGToGBVO0d.css)
14:55:12	41966/41966	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://oliverstadie.com/wp-content/uploads/2016/05/1000x1000xavatar-darkgray-on-white.png.pagespeed.ic.N5LT3FJt44.png	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-content/uploads/2016/05/1000x1000xavatar-darkgray-on-white.png.pagespeed.ic.N5LT3FJt44.png	(from https://oliverstadie.com/)
14:55:12	64741/64741	---M-Z	200	added ('OK')	application/javascript	etag:W/%220-gzip%22	https://oliverstadie.com/wp-content,_plugins,_jetpack,_modules,_wpgroho.js,qver==4.5.32+wp-includes,_js,_masonry.min.js,qver==3.1.2+wp-content,_themes,_baskerville,_js,_imagesloaded.pkgd.js,qver==4.5.32+wp-content,_themes,_baskerville,_js,_flexslider.min.js,qver==4.5.32+wp-content,_themes,_baskerville,_js,_global.js,qver==4.5.32+wp-content,_plugins,_wp-gallery-custom-links,_wp-gallery-custom-links.js,qver==1.1+wp-includes,_js,_wp-embed.min.js,qver==4.5.32.pagespeed.jc.cmDTCnZ71p.js	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-content,_plugins,_jetpack,_modules,_wpgroho.js,qver==4.5.32+wp-includes,_js,_masonry.min.js,qver==3.1.2+wp-content,_themes,_baskerville,_js,_imagesloaded.pkgd.js,	(from https://oliverstadie.com/)
14:55:22	75220/75220	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22125d4-534215db9fbd8%22	https://oliverstadie.com/wp-content/plugins/custom-twitter-feeds/fonts/fontawesome-webfont.eot?v=4.6.1	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-content/plugins/custom-twitter-feeds/fonts/fontawesome-webfont914c.eot	(from https://oliverstadie.com/wp-content/plugins/custom-twitter-feeds/css/A.ctf-styles.css,qver=1.1.1.pagespeed.cf.n4GvJacAoG.css)
14:55:25	75220/75220	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22125d4-534215db9fbd8%22	https://oliverstadie.com/wp-content/plugins/custom-twitter-feeds/fonts/fontawesome-webfont.eot?	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-content/plugins/custom-twitter-feeds/fonts/fontawesome-webfontd41d.eot	(from https://oliverstadie.com/wp-content/plugins/custom-twitter-feeds/css/A.ctf-styles.css,qver=1.1.1.pagespeed.cf.n4GvJacAoG.css)
14:55:30	145759/145759	---M--	200	added ('OK')	image/png	date:Tue,%2007%20Jun%202016%2010:59:08%20GMT	https://oliverstadie.com/wp-content/uploads/2014/08/945x331xabout-Featured-Image-945x331.png.pagespeed.ic.oC3-PVZqmN.png	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-content/uploads/2014/08/945x331xabout-Featured-Image-945x331.png.pagespeed.ic.oC3-PVZqmN.png	(from https://oliverstadie.com/)
14:55:30	386421/386421	---M--	200	added ('OK')	image/svg+xml	etag:%225e575-534215dba8878%22	https://oliverstadie.com/wp-content/plugins/custom-twitter-feeds/fonts/fontawesome-webfont.svg?v=4.6.1	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-content/plugins/custom-twitter-feeds/fonts/fontawesome-webfont914c.svg	(from https://oliverstadie.com/wp-content/plugins/custom-twitter-feeds/css/A.ctf-styles.css,qver=1.1.1.pagespeed.cf.n4GvJacAoG.css)
14:55:31	89076/89076	---M--	200	added ('OK')	application/x-font-woff	etag:%2215bf4-534215dbb8278%22	https://oliverstadie.com/wp-content/plugins/custom-twitter-feeds/fonts/fontawesome-webfont.woff?v=4.6.1	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-content/plugins/custom-twitter-feeds/fonts/fontawesome-webfont914c.woff	(from https://oliverstadie.com/wp-content/plugins/custom-twitter-feeds/css/A.ctf-styles.css,qver=1.1.1.pagespeed.cf.n4GvJacAoG.css)
14:55:31	5012/5012	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221394-5330db6156480%22	https://oliverstadie.com/wp-content/plugins/header-customizer-lite/assets/fonts/expand.eot?50945455	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-content/plugins/header-customizer-lite/assets/fonts/expandae9b.eot	(from https://oliverstadie.com/wp-content/plugins/header-customizer-lite/assets/css/A.style.min.css,qver=4.5.32.pagespeed.cf.HoyvvA4jvy.css)
14:55:31	2180/2180	---M--	200	added ('OK')	text/html	etag:%22884-5330db6156480%22	https://oliverstadie.com/wp-content/plugins/header-customizer-lite/assets/fonts/expand.woff2?50945455	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-content/plugins/header-customizer-lite/assets/fonts/expandae9b.html	(from https://oliverstadie.com/wp-content/plugins/header-customizer-lite/assets/css/A.style.min.css,qver=4.5.32.pagespeed.cf.HoyvvA4jvy.css)
14:55:32	5012/5012	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221394-5330db6156480%22	https://oliverstadie.com/wp-content/plugins/header-customizer-lite/assets/fonts/expand.eot?89886119	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-content/plugins/header-customizer-lite/assets/fonts/expand4eee.eot	(from https://oliverstadie.com/wp-content/plugins/header-customizer-lite/assets/css/A.style.min.css,qver=4.5.32.pagespeed.cf.HoyvvA4jvy.css)
14:55:32	2712/2712	---M--	200	added ('OK')	application/x-font-woff	etag:%22a98-5330db6156480%22	https://oliverstadie.com/wp-content/plugins/header-customizer-lite/assets/fonts/expand.woff?50945455	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-content/plugins/header-customizer-lite/assets/fonts/expandae9b.woff	(from https://oliverstadie.com/wp-content/plugins/header-customizer-lite/assets/css/A.style.min.css,qver=4.5.32.pagespeed.cf.HoyvvA4jvy.css)
14:55:32	691/691	---M--	200	added ('OK')	image/svg+xml	etag:%222b3-5330db6156480%22	https://oliverstadie.com/wp-content/plugins/header-customizer-lite/assets/fonts/expand.svg?50945455	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-content/plugins/header-customizer-lite/assets/fonts/expandae9b.svg	(from https://oliverstadie.com/wp-content/plugins/header-customizer-lite/assets/css/A.style.min.css,qver=4.5.32.pagespeed.cf.HoyvvA4jvy.css)
14:55:32	4844/4844	---M--	200	added ('OK')	application/x-font-ttf	etag:%2212ec-5330db6156480%22	https://oliverstadie.com/wp-content/plugins/header-customizer-lite/assets/fonts/expand.ttf?50945455	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-content/plugins/header-customizer-lite/assets/fonts/expandae9b.ttf	(from https://oliverstadie.com/wp-content/plugins/header-customizer-lite/assets/css/A.style.min.css,qver=4.5.32.pagespeed.cf.HoyvvA4jvy.css)
14:55:33	399/399	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://oliverstadie.com/wp-content/themes/baskerville/images/icons/1x/spyglass-w.png.pagespeed.ce.N5mKg4gvsl.png	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-content/themes/baskerville/images/icons/1x/spyglass-w.png.pagespeed.ce.N5mKg4gvsl.png	(from https://oliverstadie.com/wp-content/themes/baskerville/A.style.css,qver=4.5.32.pagespeed.cf.H09Ox_he1L.css)
14:55:33	224/224	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://oliverstadie.com/wp-content/themes/baskerville/images/icons/1x/tack-w.png.pagespeed.ce.ufSCRA4v5Y.png	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-content/themes/baskerville/images/icons/1x/tack-w.png.pagespeed.ce.ufSCRA4v5Y.png	(from https://oliverstadie.com/wp-content/themes/baskerville/A.style.css,qver=4.5.32.pagespeed.cf.H09Ox_he1L.css)
14:55:33	365/365	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://oliverstadie.com/wp-content/themes/baskerville/images/icons/1x/clock-g.png.pagespeed.ce.-ebIBYkWWk.png	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-content/themes/baskerville/images/icons/1x/clock-g.png.pagespeed.ce.-ebIBYkWWk.png	(from https://oliverstadie.com/wp-content/themes/baskerville/A.style.css,qver=4.5.32.pagespeed.cf.H09Ox_he1L.css)
14:55:33	394/394	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://oliverstadie.com/wp-content/themes/baskerville/images/icons/1x/clock-c.png.pagespeed.ce.cWFv0Wrta8.png	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-content/themes/baskerville/images/icons/1x/clock-c.png.pagespeed.ce.cWFv0Wrta8.png	(from https://oliverstadie.com/wp-content/themes/baskerville/A.style.css,qver=4.5.32.pagespeed.cf.H09Ox_he1L.css)
14:55:34	219/219	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://oliverstadie.com/wp-content/themes/baskerville/images/icons/1x/heart-g.png.pagespeed.ce.yGXd5kuKq7.png	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-content/themes/baskerville/images/icons/1x/heart-g.png.pagespeed.ce.yGXd5kuKq7.png	(from https://oliverstadie.com/wp-content/themes/baskerville/A.style.css,qver=4.5.32.pagespeed.cf.H09Ox_he1L.css)
14:55:34	227/227	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://oliverstadie.com/wp-content/themes/baskerville/images/icons/1x/heart-c.png.pagespeed.ce.5bqzW03LC0.png	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-content/themes/baskerville/images/icons/1x/heart-c.png.pagespeed.ce.5bqzW03LC0.png	(from https://oliverstadie.com/wp-content/themes/baskerville/A.style.css,qver=4.5.32.pagespeed.cf.H09Ox_he1L.css)
14:55:34	280/280	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://oliverstadie.com/wp-content/themes/baskerville/images/icons/1x/xcomment-g.png.pagespeed.ic._-8Pc8sjML.png	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-content/themes/baskerville/images/icons/1x/xcomment-g.png.pagespeed.ic._-8Pc8sjML.png	(from https://oliverstadie.com/wp-content/themes/baskerville/A.style.css,qver=4.5.32.pagespeed.cf.H09Ox_he1L.css)
14:55:34	306/306	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://oliverstadie.com/wp-content/themes/baskerville/images/icons/1x/comment-c.png.pagespeed.ce._DvTU7IpDg.png	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-content/themes/baskerville/images/icons/1x/comment-c.png.pagespeed.ce._DvTU7IpDg.png	(from https://oliverstadie.com/wp-content/themes/baskerville/A.style.css,qver=4.5.32.pagespeed.cf.H09Ox_he1L.css)
14:55:35	332/332	---M--	200	added ('OK')	image/png	etag:W/%220%22	https://oliverstadie.com/wp-content/themes/baskerville/images/icons/1x/xedit-g.png.pagespeed.ic.tbbJ6A3qf8.png	D:/dev/wp-portfolio-scraped/archive-portfolio-wp-2026/oliverstadie.com/wp-content/themes/baskerville/images/icons/1x/xedit-g.png.pagespeed.ic.tbbJ6A3qf8.png	(from https://oliverstadie.com/wp-content/themes/baskerville/A.style.css,qver=4.5.32.pagespeed.cf.H09Ox_he1L.css)
